
9 | 2024-04-16T19:53:20.2107830+02:00 | 2024-04-16T19:53:20.2355430+02:00 | 47
9 | 2024-04-16T19:53:20.2107790+02:00 | 2024-04-16T19:53:20.2357990+02:00 | 47
9 | 2024-04-16T19:53:20.2107810+02:00 | 2024-04-16T19:53:20.2358020+02:00 | 47
9 | 2024-04-16T19:53:20.2107720+02:00 | 2024-04-16T19:53:20.2358040+02:00 | 47
9 | 2024-04-16T19:53:20.2107720+02:00 | 2024-04-16T19:53:20.2358060+02:00 | 47
5 | 2024-04-16T19:53:20.2107720+02:00 | 2024-04-16T19:53:21.7389270+02:00 | 47
5 | 2024-04-16T19:53:20.2107720+02:00 | 2024-04-16T19:53:21.7389730+02:00 | 47
5 | 2024-04-16T19:53:20.2107850+02:00 | 2024-04-16T19:53:21.7389920+02:00 | 47
5 | 2024-04-16T19:53:20.2107760+02:00 | 2024-04-16T19:53:21.7390020+02:00 | 47
5 | 2024-04-16T19:53:20.9879010+02:00 | 2024-04-16T19:53:21.7390190+02:00 | 47
5 | 2024-04-16T19:53:22.3627690+02:00 | 2024-04-16T19:53:23.2415420+02:00 | 47
5 | 2024-04-16T19:53:22.4272960+02:00 | 2024-04-16T19:53:23.2416790+02:00 | 47
5 | 2024-04-16T19:53:22.8407650+02:00 | 2024-04-16T19:53:23.2416850+02:00 | 47
5 | 2024-04-16T19:53:23.1126550+02:00 | 2024-04-16T19:53:23.2416900+02:00 | 47
5 | 2024-04-16T19:53:23.1255350+02:00 | 2024-04-16T19:53:23.2416940+02:00 | 47
5 | 2024-04-16T19:53:24.0470070+02:00 | 2024-04-16T19:53:24.7445790+02:00 | 47
5 | 2024-04-16T19:53:24.1652500+02:00 | 2024-04-16T19:53:24.7446140+02:00 | 47
5 | 2024-04-16T19:53:24.1693500+02:00 | 2024-04-16T19:53:24.7446160+02:00 | 47
5 | 2024-04-16T19:53:24.4464530+02:00 | 2024-04-16T19:53:24.7446180+02:00 | 47
5 | 2024-04-16T19:53:24.6338710+02:00 | 2024-04-16T19:53:24.7446200+02:00 | 47
4 | 2024-04-16T19:53:25.5954300+02:00 | 2024-04-16T19:53:26.2464390+02:00 | 47
4 | 2024-04-16T19:53:25.6091610+02:00 | 2024-04-16T19:53:26.2464580+02:00 | 47
4 | 2024-04-16T19:53:25.6567870+02:00 | 2024-04-16T19:53:26.2464760+02:00 | 47
4 | 2024-04-16T19:53:26.2210090+02:00 | 2024-04-16T19:53:26.2464780+02:00 | 47
6 | 2024-04-16T19:53:26.2517170+02:00 | 2024-04-16T19:53:27.7505030+02:00 | 47
6 | 2024-04-16T19:53:26.9655850+02:00 | 2024-04-16T19:53:27.7505370+02:00 | 47
6 | 2024-04-16T19:53:27.4342710+02:00 | 2024-04-16T19:53:27.7505380+02:00 | 47
6 | 2024-04-16T19:53:27.4401230+02:00 | 2024-04-16T19:53:27.7505400+02:00 | 47
6 | 2024-04-16T19:53:27.4881990+02:00 | 2024-04-16T19:53:27.7505420+02:00 | 47
4 | 2024-04-16T19:53:27.6342100+02:00 | 2024-04-16T19:53:29.2532700+02:00 | 47
4 | 2024-04-16T19:53:28.3685310+02:00 | 2024-04-16T19:53:29.2533520+02:00 | 47
4 | 2024-04-16T19:53:28.7636320+02:00 | 2024-04-16T19:53:29.2533570+02:00 | 47
4 | 2024-04-16T19:53:28.8108570+02:00 | 2024-04-16T19:53:29.2533610+02:00 | 47
6 | 2024-04-16T19:53:29.2812870+02:00 | 2024-04-16T19:53:30.7568850+02:00 | 47
6 | 2024-04-16T19:53:29.8678050+02:00 | 2024-04-16T19:53:30.7569400+02:00 | 47
6 | 2024-04-16T19:53:29.9400390+02:00 | 2024-04-16T19:53:30.7617840+02:00 | 47
6 | 2024-04-16T19:53:30.2669160+02:00 | 2024-04-16T19:53:30.7618120+02:00 | 47
6 | 2024-04-16T19:53:30.6397910+02:00 | 2024-04-16T19:53:30.7618170+02:00 | 47
5 | 2024-04-16T19:53:30.7568460+02:00 | 2024-04-16T19:53:32.2637430+02:00 | 47
5 | 2024-04-16T19:53:31.3355030+02:00 | 2024-04-16T19:53:32.2637520+02:00 | 47
5 | 2024-04-16T19:53:31.5574770+02:00 | 2024-04-16T19:53:32.2637550+02:00 | 47
5 | 2024-04-16T19:53:31.5590890+02:00 | 2024-04-16T19:53:32.2637560+02:00 | 47
5 | 2024-04-16T19:53:32.1068670+02:00 | 2024-04-16T19:53:32.2637580+02:00 | 47
5 | 2024-04-16T19:53:33.0283620+02:00 | 2024-04-16T19:53:33.7646500+02:00 | 47
5 | 2024-04-16T19:53:33.1111510+02:00 | 2024-04-16T19:53:33.7646870+02:00 | 47
5 | 2024-04-16T19:53:33.2604770+02:00 | 2024-04-16T19:53:33.7646920+02:00 | 47
5 | 2024-04-16T19:53:33.3667670+02:00 | 2024-04-16T19:53:33.7646950+02:00 | 47
5 | 2024-04-16T19:53:33.4970940+02:00 | 2024-04-16T19:53:33.7646970+02:00 | 47
